
# MasterNode up
20 ; 14129 ; 14251
30 ; 28739 ; 28859
40 ; 49235 ; 49355
41 ; 69227 ; 69347
20 ; 14129 ; 14251
30 ; 28739 ; 28859
40 ; 49067 ; 49187
41 ; 69227 ; 69347
20 ; 14127 ; 14249
30 ; 28737 ; 28857
40 ; 49065 ; 49185
41 ; 69393 ; 69513
20 ; 14129 ; 14251
30 ; 28739 ; 28859
40 ; 49235 ; 49355
41 ; 69731 ; 69851
20 ; 14061 ; 14183
30 ; 28683 ; 28803
40 ; 49167 ; 49287
41 ; 69663 ; 69783
20 ; 14001 ; 14123
30 ; 28611 ; 28731
40 ; 49107 ; 49227
41 ; 69267 ; 69387
20 ; 14001 ; 14123
30 ; 28611 ; 28731
40 ; 49275 ; 49395
41 ; 69435 ; 69555
20 ; 14011 ; 14133
30 ; 28621 ; 28741
40 ; 49117 ; 49237
41 ; 69277 ; 69397
20 ; 14077 ; 14199
30 ; 28675 ; 28795
40 ; 49171 ; 49291
41 ; 69499 ; 69619
20 ; 14137 ; 14259
30 ; 28747 ; 28867
40 ; 49075 ; 49195
41 ; 69235 ; 69355
20 ; 14029 ; 14151
30 ; 28639 ; 28759
40 ; 49135 ; 49255
41 ; 69463 ; 69583
20 ; 14085 ; 14207
30 ; 28695 ; 28815
40 ; 49023 ; 49143
41 ; 69183 ; 69303
20 ; 13979 ; 14101
30 ; 28589 ; 28709
40 ; 49085 ; 49205
41 ; 69413 ; 69533
20 ; 14037 ; 14159
30 ; 28647 ; 28767
40 ; 48975 ; 49095
41 ; 69135 ; 69255
20 ; 14101 ; 14223
30 ; 28711 ; 28831
40 ; 49207 ; 49327
41 ; 69199 ; 69319
20 ; 14001 ; 14123
30 ; 28611 ; 28731
40 ; 49443 ; 49563
41 ; 69603 ; 69723
20 ; 13993 ; 14115
30 ; 28615 ; 28735
40 ; 49099 ; 49219
41 ; 69259 ; 69379
20 ; 14051 ; 14173
30 ; 28661 ; 28781
40 ; 48989 ; 49109
41 ; 68981 ; 69101
20 ; 14093 ; 14215
30 ; 28703 ; 28823
40 ; 49031 ; 49151
41 ; 69191 ; 69311
20 ; 13993 ; 14115
30 ; 28603 ; 28723
40 ; 49099 ; 49219
41 ; 69595 ; 69715
20 ; 13985 ; 14107
30 ; 28595 ; 28715
40 ; 49091 ; 49211
41 ; 69587 ; 69707
20 ; 14001 ; 14123
30 ; 28611 ; 28731
40 ; 49107 ; 49227
41 ; 69267 ; 69387
20 ; 14047 ; 14169
30 ; 28657 ; 28777
40 ; 49153 ; 49273
41 ; 69313 ; 69433
20 ; 14109 ; 14231
30 ; 28719 ; 28839
40 ; 49227 ; 49347
41 ; 69543 ; 69663
20 ; 14113 ; 14235
30 ; 28711 ; 28831
40 ; 49039 ; 49159
41 ; 69199 ; 69319
20 ; 14097 ; 14219
30 ; 28719 ; 28839
40 ; 49215 ; 49335
41 ; 69375 ; 69495
20 ; 14089 ; 14211
30 ; 28699 ; 28819
40 ; 49027 ; 49147
41 ; 69355 ; 69475
20 ; 14087 ; 14209
30 ; 28697 ; 28817
40 ; 49025 ; 49145
41 ; 69017 ; 69137
20 ; 14113 ; 14235
30 ; 28723 ; 28843
40 ; 49219 ; 49339
41 ; 69211 ; 69331
30 ; 14341 ; 14463
20 ; 28615 ; 28735
40 ; 49447 ; 49567
41 ; 69607 ; 69727
30 ; 14329 ; 14451
20 ; 28603 ; 28723
40 ; 48931 ; 49051
41 ; 69259 ; 69379
20 ; 14017 ; 14139
30 ; 28627 ; 28747
40 ; 48955 ; 49075
41 ; 68947 ; 69067
20 ; 14063 ; 14185
30 ; 28673 ; 28793
40 ; 49169 ; 49289
41 ; 69149 ; 69269
20 ; 14117 ; 14239
30 ; 28727 ; 28847
40 ; 49223 ; 49343
41 ; 69551 ; 69671
20 ; 14005 ; 14127
30 ; 28615 ; 28735
40 ; 49279 ; 49399
41 ; 69439 ; 69559
20 ; 14057 ; 14179
30 ; 28667 ; 28787
40 ; 49163 ; 49283
41 ; 69323 ; 69443
20 ; 14105 ; 14227
30 ; 28715 ; 28835
40 ; 49043 ; 49163
41 ; 69371 ; 69491
20 ; 14007 ; 14129
30 ; 28617 ; 28737
40 ; 49113 ; 49233
41 ; 69441 ; 69561
20 ; 14057 ; 14179
30 ; 28667 ; 28787
40 ; 49163 ; 49283
41 ; 69323 ; 69443
20 ; 14105 ; 14227
30 ; 28715 ; 28835
40 ; 49043 ; 49163
41 ; 69035 ; 69155
20 ; 14009 ; 14131
30 ; 28619 ; 28739
40 ; 49115 ; 49235
41 ; 69275 ; 69395
20 ; 14057 ; 14179
30 ; 28667 ; 28787
40 ; 49175 ; 49295
41 ; 69179 ; 69299
20 ; 14127 ; 14249
30 ; 28737 ; 28857
40 ; 49065 ; 49185
41 ; 69393 ; 69513
20 ; 14009 ; 14131
30 ; 28619 ; 28739
40 ; 49115 ; 49235
41 ; 69107 ; 69227
20 ; 14033 ; 14155
30 ; 28655 ; 28775
40 ; 49139 ; 49259
41 ; 69299 ; 69419
20 ; 14069 ; 14191
30 ; 28679 ; 28799
40 ; 49343 ; 49463
41 ; 69503 ; 69623
20 ; 14101 ; 14223
30 ; 28711 ; 28831
40 ; 49219 ; 49339
41 ; 69391 ; 69511
20 ; 14007 ; 14129
30 ; 28629 ; 28749
40 ; 48945 ; 49065
41 ; 69441 ; 69561
20 ; 13997 ; 14119
30 ; 28607 ; 28727
40 ; 48935 ; 49055
41 ; 69095 ; 69215
20 ; 14005 ; 14127
30 ; 28615 ; 28735
40 ; 49111 ; 49231
41 ; 69271 ; 69391
20 ; 14021 ; 14143
30 ; 28631 ; 28751
40 ; 49127 ; 49247
41 ; 69287 ; 69407
20 ; 14017 ; 14139
30 ; 28627 ; 28747
40 ; 49123 ; 49243
41 ; 69451 ; 69571
20 ; 14039 ; 14161
30 ; 28649 ; 28769
40 ; 48977 ; 49097
41 ; 68969 ; 69089
20 ; 14041 ; 14163
30 ; 28663 ; 28783
40 ; 49159 ; 49279
41 ; 69319 ; 69439
20 ; 14069 ; 14191
30 ; 28679 ; 28799
40 ; 49175 ; 49295
41 ; 69167 ; 69287
20 ; 14089 ; 14211
30 ; 28699 ; 28819
40 ; 49363 ; 49483
41 ; 69523 ; 69643
20 ; 13993 ; 14115
30 ; 28603 ; 28723
40 ; 49099 ; 49219
41 ; 69259 ; 69379
20 ; 14027 ; 14149
30 ; 28637 ; 28757
40 ; 49133 ; 49253
41 ; 69293 ; 69413
20 ; 14057 ; 14179
30 ; 28667 ; 28787
40 ; 48995 ; 49115
41 ; 69155 ; 69275
20 ; 14105 ; 14227
30 ; 28715 ; 28835
40 ; 49043 ; 49163
41 ; 69371 ; 69491
20 ; 13997 ; 14119
30 ; 28607 ; 28727
40 ; 49439 ; 49559
41 ; 70103 ; 70223
20 ; 13997 ; 14119
30 ; 28607 ; 28727
40 ; 48935 ; 49055
41 ; 68927 ; 69047
20 ; 14035 ; 14157
30 ; 28645 ; 28765
40 ; 49141 ; 49261
41 ; 69301 ; 69421
20 ; 14057 ; 14179
30 ; 28667 ; 28787
40 ; 49163 ; 49283
41 ; 69155 ; 69275
20 ; 14093 ; 14215
30 ; 28703 ; 28823
40 ; 49367 ; 49487
41 ; 69359 ; 69479
20 ; 13989 ; 14111
30 ; 28599 ; 28719
40 ; 49095 ; 49215
41 ; 69255 ; 69375
20 ; 14009 ; 14131
30 ; 28619 ; 28739
40 ; 49115 ; 49235
41 ; 69275 ; 69395
20 ; 14043 ; 14165
30 ; 28653 ; 28773
40 ; 49149 ; 49269
41 ; 69477 ; 69597
20 ; 14073 ; 14195
30 ; 28683 ; 28803
40 ; 49179 ; 49299
41 ; 69339 ; 69459
20 ; 14097 ; 14219
30 ; 28707 ; 28827
40 ; 49203 ; 49323
41 ; 69363 ; 69483
20 ; 13989 ; 14111
30 ; 28599 ; 28719
40 ; 48927 ; 49047
41 ; 68919 ; 69039
20 ; 14045 ; 14167
30 ; 28655 ; 28775
40 ; 49151 ; 49271
41 ; 69143 ; 69263
20 ; 14059 ; 14181
30 ; 28669 ; 28789
40 ; 49165 ; 49285
41 ; 69157 ; 69277
20 ; 14069 ; 14191
30 ; 28679 ; 28799
40 ; 49187 ; 49307
41 ; 69179 ; 69299
20 ; 14093 ; 14215
30 ; 28703 ; 28823
40 ; 49031 ; 49151
41 ; 69359 ; 69479
20 ; 14097 ; 14219
30 ; 28707 ; 28827
40 ; 49035 ; 49155
41 ; 69363 ; 69483
20 ; 14109 ; 14231
30 ; 28719 ; 28839
40 ; 49047 ; 49167
41 ; 69207 ; 69327
20 ; 14115 ; 14237
30 ; 28725 ; 28845
40 ; 49221 ; 49341
41 ; 69549 ; 69669
20 ; 14121 ; 14243
30 ; 28731 ; 28851
40 ; 49059 ; 49179
41 ; 69387 ; 69507
20 ; 14145 ; 14267
30 ; 28755 ; 28875
40 ; 49251 ; 49371
41 ; 69411 ; 69531
20 ; 14013 ; 14135
30 ; 28623 ; 28743
40 ; 49287 ; 49407
41 ; 69447 ; 69567
20 ; 14033 ; 14155
30 ; 28643 ; 28763
40 ; 49139 ; 49259
41 ; 69299 ; 69419
20 ; 14067 ; 14189
30 ; 28677 ; 28797
40 ; 49173 ; 49293
41 ; 69333 ; 69453
20 ; 14097 ; 14219
30 ; 28707 ; 28827
40 ; 49203 ; 49323
41 ; 69363 ; 69483
20 ; 14001 ; 14123
30 ; 28611 ; 28731
40 ; 49107 ; 49227
41 ; 69267 ; 69387
20 ; 14013 ; 14135
30 ; 28623 ; 28743
40 ; 49119 ; 49239
41 ; 69447 ; 69567
20 ; 14033 ; 14155
30 ; 28643 ; 28763
40 ; 49139 ; 49259
41 ; 69131 ; 69251
20 ; 14055 ; 14177
30 ; 28665 ; 28785
40 ; 49161 ; 49281
41 ; 69153 ; 69273
20 ; 14069 ; 14191
30 ; 28679 ; 28799
40 ; 49175 ; 49295
41 ; 69167 ; 69287
20 ; 14085 ; 14207
30 ; 28695 ; 28815
40 ; 49023 ; 49143
41 ; 69015 ; 69135
20 ; 14105 ; 14227
30 ; 28715 ; 28835
40 ; 49211 ; 49331
41 ; 69539 ; 69659
20 ; 13997 ; 14119
30 ; 28607 ; 28727
40 ; 49103 ; 49223
41 ; 69263 ; 69383
20 ; 14059 ; 14181
30 ; 28669 ; 28789
40 ; 49165 ; 49285
41 ; 69325 ; 69445
20 ; 14117 ; 14239
30 ; 28727 ; 28847
40 ; 49055 ; 49175
41 ; 69203 ; 69323
20 ; 13997 ; 14119
30 ; 28607 ; 28727
40 ; 49103 ; 49223
41 ; 69095 ; 69215
20 ; 14049 ; 14171
30 ; 28659 ; 28779
40 ; 49155 ; 49275
41 ; 69483 ; 69603
20 ; 14073 ; 14195
30 ; 28695 ; 28815
40 ; 49023 ; 49143
41 ; 69015 ; 69135
20 ; 14091 ; 14213
30 ; 28701 ; 28821
40 ; 49197 ; 49317
41 ; 69357 ; 69477
20 ; 14109 ; 14231
30 ; 28719 ; 28839
40 ; 49215 ; 49335
41 ; 69375 ; 69495
20 ; 14117 ; 14239
30 ; 28727 ; 28847
40 ; 49223 ; 49343
41 ; 69383 ; 69503
20 ; 14133 ; 14255
30 ; 28743 ; 28863
40 ; 49239 ; 49359
41 ; 69399 ; 69519
20 ; 14129 ; 14251
30 ; 28739 ; 28859
40 ; 49235 ; 49355
41 ; 69563 ; 69683
20 ; 14139 ; 14261
30 ; 28749 ; 28869
40 ; 49245 ; 49365
41 ; 69405 ; 69525
20 ; 14001 ; 14123
30 ; 28611 ; 28731
40 ; 49107 ; 49227
41 ; 69435 ; 69555
20 ; 14013 ; 14135
30 ; 28623 ; 28743
40 ; 48951 ; 49071
41 ; 69447 ; 69567
20 ; 14021 ; 14143
30 ; 28631 ; 28751
40 ; 49463 ; 49583
41 ; 69959 ; 70079
20 ; 14029 ; 14151
30 ; 28639 ; 28759
40 ; 48967 ; 49087
41 ; 69127 ; 69247
20 ; 14035 ; 14157
30 ; 28657 ; 28777
40 ; 49153 ; 49273
41 ; 69313 ; 69433
20 ; 14061 ; 14183
30 ; 28671 ; 28791
40 ; 49167 ; 49287
41 ; 69495 ; 69615
20 ; 14065 ; 14187
30 ; 28675 ; 28795
40 ; 49003 ; 49123
41 ; 69163 ; 69283
20 ; 14065 ; 14187
30 ; 28675 ; 28795
40 ; 49171 ; 49291
41 ; 69331 ; 69451
20 ; 14101 ; 14223
30 ; 28711 ; 28831
40 ; 49207 ; 49327
41 ; 69367 ; 69487
20 ; 13987 ; 14109
30 ; 28609 ; 28729
40 ; 48925 ; 49045
41 ; 69085 ; 69205
20 ; 14053 ; 14175
30 ; 28663 ; 28783
40 ; 49159 ; 49279
41 ; 69319 ; 69439
20 ; 14085 ; 14207
30 ; 28683 ; 28803
40 ; 49359 ; 49479
41 ; 69687 ; 69807
20 ; 14081 ; 14203
30 ; 28691 ; 28811
40 ; 49019 ; 49139
41 ; 69347 ; 69467
30 ; 14321 ; 14443
20 ; 28595 ; 28715
40 ; 48923 ; 49043
41 ; 69419 ; 69539
20 ; 14043 ; 14165
30 ; 28653 ; 28773
40 ; 49149 ; 49269
41 ; 69477 ; 69597
20 ; 14089 ; 14211
30 ; 28699 ; 28819
40 ; 49027 ; 49147
41 ; 69187 ; 69307
20 ; 13993 ; 14115
30 ; 28603 ; 28723
40 ; 49099 ; 49219
41 ; 69259 ; 69379
20 ; 14029 ; 14151
30 ; 28639 ; 28759
40 ; 49303 ; 49423
41 ; 69631 ; 69751
20 ; 13989 ; 14111
30 ; 28599 ; 28719
40 ; 48927 ; 49047
41 ; 69255 ; 69375
20 ; 13983 ; 14105
30 ; 28593 ; 28713
40 ; 49089 ; 49209
41 ; 69249 ; 69369
20 ; 13997 ; 14119
30 ; 28607 ; 28727
40 ; 49439 ; 49559
41 ; 69935 ; 70055
20 ; 14113 ; 14235
30 ; 28735 ; 28855
40 ; 49063 ; 49183
41 ; 69391 ; 69511
20 ; 14121 ; 14243
30 ; 28731 ; 28851
40 ; 49227 ; 49347
41 ; 69387 ; 69507
20 ; 14133 ; 14255
30 ; 28743 ; 28863
40 ; 49239 ; 49359
41 ; 69399 ; 69519
20 ; 14027 ; 14149
30 ; 28637 ; 28757
40 ; 49133 ; 49253
41 ; 69629 ; 69749
20 ; 14041 ; 14163
30 ; 28651 ; 28771
40 ; 48979 ; 49099
41 ; 69139 ; 69259
20 ; 14041 ; 14163
30 ; 28651 ; 28771
40 ; 48643 ; 48763
41 ; 68635 ; 68755
20 ; 13989 ; 14111
30 ; 28599 ; 28719
40 ; 48591 ; 48711
41 ; 68583 ; 68703
20 ; 14037 ; 14159
30 ; 28647 ; 28767
40 ; 48639 ; 48759
41 ; 68631 ; 68751
20 ; 13991 ; 14113
30 ; 28589 ; 28709
40 ; 49085 ; 49205
41 ; 69245 ; 69365
20 ; 14045 ; 14167
30 ; 28655 ; 28775
40 ; 48983 ; 49103
41 ; 69479 ; 69599
20 ; 14089 ; 14211
30 ; 28687 ; 28807
40 ; 49027 ; 49147
41 ; 69355 ; 69475
20 ; 14137 ; 14259
30 ; 28747 ; 28867
40 ; 48739 ; 48859
41 ; 68899 ; 69019
20 ; 14029 ; 14151
30 ; 28639 ; 28759
40 ; 48631 ; 48751
41 ; 68791 ; 68911
20 ; 14135 ; 14257
30 ; 28745 ; 28865
40 ; 49409 ; 49529
41 ; 69569 ; 69689
20 ; 14041 ; 14163
30 ; 28639 ; 28759
40 ; 49135 ; 49255
41 ; 69295 ; 69415
20 ; 14073 ; 14195
30 ; 28683 ; 28803
40 ; 49011 ; 49131
41 ; 69171 ; 69291
20 ; 14121 ; 14243
30 ; 28731 ; 28851
40 ; 48891 ; 49011
41 ; 69051 ; 69171
20 ; 14001 ; 14123
30 ; 28611 ; 28731
40 ; 48771 ; 48891
41 ; 68931 ; 69051
20 ; 14047 ; 14169
30 ; 28657 ; 28777
40 ; 48649 ; 48769
41 ; 68641 ; 68761
20 ; 13985 ; 14107
30 ; 28595 ; 28715
40 ; 48923 ; 49043
41 ; 69083 ; 69203
20 ; 14033 ; 14155
30 ; 28631 ; 28751
40 ; 48971 ; 49091
41 ; 69299 ; 69419
20 ; 14021 ; 14143
30 ; 28631 ; 28751
40 ; 48623 ; 48743
41 ; 68615 ; 68735
20 ; 14069 ; 14191
30 ; 28691 ; 28811
40 ; 48839 ; 48959
41 ; 68831 ; 68951
20 ; 14119 ; 14241
30 ; 28729 ; 28849
40 ; 48721 ; 48841
41 ; 68725 ; 68845
20 ; 14025 ; 14147
30 ; 28635 ; 28755
40 ; 48963 ; 49083
41 ; 69123 ; 69243
20 ; 14013 ; 14135
30 ; 28611 ; 28731
40 ; 48939 ; 49059
41 ; 69267 ; 69387
20 ; 14001 ; 14123
30 ; 28611 ; 28731
40 ; 48603 ; 48723
41 ; 68763 ; 68883
20 ; 14045 ; 14167
30 ; 28655 ; 28775
40 ; 48647 ; 48767
41 ; 68807 ; 68927
20 ; 13999 ; 14121
30 ; 28609 ; 28729
40 ; 48601 ; 48721
41 ; 68593 ; 68713
20 ; 14093 ; 14215
30 ; 28703 ; 28823
40 ; 49031 ; 49151
41 ; 69191 ; 69311
20 ; 13989 ; 14111
30 ; 28599 ; 28719
40 ; 48927 ; 49047
41 ; 69255 ; 69375
20 ; 14045 ; 14167
30 ; 28655 ; 28775
40 ; 48647 ; 48767
41 ; 68975 ; 69095
20 ; 14097 ; 14219
30 ; 28707 ; 28827
40 ; 48867 ; 48987
41 ; 68859 ; 68979
20 ; 13987 ; 14109
30 ; 28597 ; 28717
40 ; 48589 ; 48709
41 ; 68749 ; 68869
20 ; 14089 ; 14211
30 ; 28711 ; 28831
40 ; 49027 ; 49147
41 ; 69187 ; 69307
20 ; 13993 ; 14115
30 ; 28603 ; 28723
40 ; 48931 ; 49051
41 ; 69091 ; 69211
20 ; 14041 ; 14163
30 ; 28651 ; 28771
40 ; 48811 ; 48931
41 ; 69307 ; 69427
20 ; 14089 ; 14211
30 ; 28699 ; 28819
40 ; 48859 ; 48979
41 ; 68851 ; 68971
20 ; 14023 ; 14145
30 ; 28633 ; 28753
40 ; 49297 ; 49417
41 ; 69625 ; 69745
20 ; 14017 ; 14139
30 ; 28627 ; 28747
40 ; 49123 ; 49243
41 ; 69283 ; 69403
20 ; 14065 ; 14187
30 ; 28675 ; 28795
40 ; 49003 ; 49123
41 ; 69163 ; 69283
20 ; 14101 ; 14223
30 ; 28711 ; 28831
40 ; 48703 ; 48823
41 ; 69031 ; 69151
20 ; 13985 ; 14107
30 ; 28595 ; 28715
40 ; 48587 ; 48707
41 ; 68747 ; 68867
20 ; 14087 ; 14209
30 ; 28709 ; 28829
40 ; 49205 ; 49325
41 ; 69533 ; 69653
20 ; 13989 ; 14111
30 ; 28599 ; 28719
40 ; 48927 ; 49047
41 ; 69423 ; 69543
20 ; 13993 ; 14115
30 ; 28603 ; 28723
40 ; 48595 ; 48715
41 ; 68587 ; 68707
20 ; 14037 ; 14159
30 ; 28647 ; 28767
40 ; 48639 ; 48759
41 ; 68799 ; 68919
20 ; 14065 ; 14187
30 ; 28675 ; 28795
40 ; 48679 ; 48799
41 ; 68839 ; 68959
20 ; 14111 ; 14233
30 ; 28721 ; 28841
40 ; 49049 ; 49169
41 ; 69209 ; 69329
20 ; 14089 ; 14211
30 ; 28699 ; 28819
40 ; 49027 ; 49147
41 ; 69187 ; 69307
20 ; 14113 ; 14235
30 ; 28723 ; 28843
40 ; 48715 ; 48835
41 ; 68707 ; 68827
20 ; 14049 ; 14171
30 ; 28659 ; 28779
40 ; 48651 ; 48771
41 ; 68643 ; 68763
20 ; 13997 ; 14119
30 ; 28607 ; 28727
40 ; 49103 ; 49223
41 ; 69431 ; 69551
20 ; 14039 ; 14161
30 ; 28649 ; 28769
40 ; 48977 ; 49097
41 ; 69137 ; 69257
20 ; 14089 ; 14211
30 ; 28699 ; 28819
40 ; 48691 ; 48811
41 ; 68683 ; 68803
20 ; 14025 ; 14147
30 ; 28623 ; 28743
40 ; 48783 ; 48903
41 ; 68943 ; 69063
20 ; 14065 ; 14187
30 ; 28675 ; 28795
40 ; 48667 ; 48787
41 ; 68659 ; 68779
20 ; 14001 ; 14123
30 ; 28611 ; 28731
40 ; 49107 ; 49227
41 ; 69267 ; 69387
20 ; 14047 ; 14169
30 ; 28657 ; 28777
40 ; 48985 ; 49105
41 ; 69481 ; 69601
20 ; 14085 ; 14207
30 ; 28695 ; 28815
40 ; 48687 ; 48807
41 ; 68679 ; 68799
20 ; 14005 ; 14127
30 ; 28615 ; 28735
40 ; 48607 ; 48727
41 ; 68767 ; 68887
20 ; 14101 ; 14223
30 ; 28711 ; 28831
40 ; 49039 ; 49159
41 ; 69199 ; 69319
20 ; 13989 ; 14111
30 ; 28599 ; 28719
40 ; 48927 ; 49047
41 ; 69087 ; 69207
20 ; 14027 ; 14149
30 ; 28637 ; 28757
40 ; 48797 ; 48917
41 ; 68789 ; 68909
20 ; 14105 ; 14227
30 ; 28715 ; 28835
40 ; 48707 ; 48827
41 ; 68699 ; 68819
20 ; 14017 ; 14139
30 ; 28627 ; 28747
40 ; 49123 ; 49243
41 ; 69115 ; 69235
20 ; 14053 ; 14175
30 ; 28663 ; 28783
40 ; 48991 ; 49111
41 ; 68983 ; 69103
20 ; 14093 ; 14215
30 ; 28703 ; 28823
40 ; 48863 ; 48983
41 ; 69023 ; 69143
30 ; 14363 ; 14485
20 ; 28637 ; 28757
40 ; 48629 ; 48749
41 ; 68621 ; 68741
20 ; 14065 ; 14187
30 ; 28663 ; 28783
40 ; 49327 ; 49447
41 ; 69487 ; 69607
20 ; 14037 ; 14159
30 ; 28647 ; 28767
40 ; 48975 ; 49095
41 ; 69135 ; 69255
20 ; 14041 ; 14163
30 ; 28651 ; 28771
40 ; 48643 ; 48763
41 ; 68971 ; 69091
20 ; 14041 ; 14163
30 ; 28651 ; 28771
40 ; 48811 ; 48931
41 ; 68803 ; 68923
20 ; 14095 ; 14217
30 ; 28705 ; 28825
